	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00290||hypothetical	hypothetical protein	483	20	3.93291E-114	76.3	1	C:GO:0016021	C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	EQU24_RS00295||hypothetical	hypothetical protein	327	20	4.52019E-72	81.22						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00300||AAA	AAA family ATPase	5121	20	0.0	79.02	6	F:GO:0000155; P:GO:0000160; P:GO:0000187; F:GO:0005515; F:GO:0005524; P:GO:0018106	F:phosphorelay sensor kinase activity; P:phosphorelay signal transduction system; P:activation of MAPK activity; F:protein binding; F:ATP binding; P:peptidyl-histidine phosphorylation	EC:2.7.13.3	Histidine kinase	IPR004358 (PRINTS); IPR000719 (SMART); IPR003661 (SMART); IPR003018 (SMART); IPR003594 (SMART); G3DSA:3.40.50.300 (GENE3D); IPR041664 (PFAM); IPR029016 (G3DSA:3.30.450.GENE3D); G3DSA:1.10.510.10 (GENE3D); G3DSA:3.30.200.20 (GENE3D); IPR003018 (PFAM); IPR003594 (PFAM); IPR000719 (PFAM); IPR036890 (G3DSA:3.30.565.GENE3D); G3DSA:1.10.287.130 (GENE3D); PTHR43642 (PANTHER); IPR000719 (PROSITE_PROFILES); IPR005467 (PROSITE_PROFILES); IPR003661 (CDD); cd14014 (CDD); cd16921 (CDD); IPR027417 (SUPERFAMILY); IPR036097 (SUPERFAMILY); IPR036890 (SUPERFAMILY); IPR011009 (SUPERFAMILY); SSF55781 (SUPERFAMILY)	F:GO:0000155; F:GO:0004672; F:GO:0005515; F:GO:0005524; P:GO:0006468; P:GO:0007165; P:GO:0016310; F:GO:0016772	F:phosphorelay sensor kinase activity; F:protein kinase activity; F:protein binding; F:ATP binding; P:protein phosphorylation; P:signal transduction; P:phosphorylation; F:transferase activity, transferring phosphorus-containing groups
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00305||response	response regulator	405	20	3.91068E-94	82.41	1	P:GO:0000160	P:phosphorelay signal transduction system			IPR001789 (SMART); IPR001789 (PFAM); G3DSA:3.40.50.2300 (GENE3D); PTHR44520 (PANTHER); IPR001789 (PROSITE_PROFILES); IPR001789 (CDD); IPR011006 (SUPERFAMILY)	P:GO:0000160	P:phosphorelay signal transduction system
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00310||GGDEF	EAL domain-containing protein	2160	20	0.0	79.32	2	P:GO:0000160; P:GO:0006355	P:phosphorelay signal transduction system; P:regulation of transcription, DNA-templated			IPR000014 (SMART); IPR001789 (SMART); IPR000160 (SMART); IPR001633 (SMART); IPR013767 (PFAM); G3DSA:3.30.450.20 (GENE3D); IPR001789 (PFAM); IPR000014 (TIGRFAM); IPR043128 (G3DSA:3.30.70.GENE3D); IPR000160 (TIGRFAM); IPR035919 (G3DSA:3.20.20.GENE3D); G3DSA:3.40.50.2300 (GENE3D); IPR001633 (PFAM); IPR000160 (PFAM); PTHR33121 (PANTHER); PTHR33121:SF23 (PANTHER); IPR000160 (PROSITE_PROFILES); IPR001633 (PROSITE_PROFILES); IPR000014 (PROSITE_PROFILES); IPR001789 (PROSITE_PROFILES); IPR000700 (PROSITE_PROFILES); IPR001633 (CDD); IPR000160 (CDD); IPR001789 (CDD); IPR000014 (CDD); IPR011006 (SUPERFAMILY); IPR035965 (SUPERFAMILY); IPR035919 (SUPERFAMILY); IPR029787 (SUPERFAMILY)	P:GO:0000160; P:GO:0006355	P:phosphorelay signal transduction system; P:regulation of transcription, DNA-templated
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00315||CPBP	CPBP family intramembrane metalloprotease	591	20	3.30426E-137	84.82	4	F:GO:0004197; F:GO:0008237; C:GO:0016021; P:GO:0071586	F:cysteine-type endopeptidase activity; F:metallopeptidase activity; C:integral component of membrane; P:CAAX-box protein processing	EC:3.4.22	Acting on peptide bonds (peptidases)	IPR003675 (PFAM); PTHR40041 (PANTHER)	F:GO:0004197; C:GO:0016020; P:GO:0071586	F:cysteine-type endopeptidase activity; C:membrane; P:CAAX-box protein processing
true	[INTERPRO, BLASTED]	EQU24_RS00320||YcgL	YcgL domain-containing protein	258	20	1.10727E-53	85.93						IPR038068 (G3DSA:3.10.510.GENE3D); IPR027354 (PFAM); IPR027354 (PANTHER); PD030374 (PRODOM); IPR027354 (HAMAP); IPR027354 (PROSITE_PROFILES); IPR038068 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00325||hypothetical	Extracellular solute-binding protein family 5	275	20	1.12459E-37	78.53	2	F:GO:0008168; C:GO:0016021	F:methyltransferase activity; C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00330||flippase	flippase	1338	20	0.0	77.81	1	C:GO:0016021	C:integral component of membrane			IPR002797 (PFAM); IPR029303 (PFAM); PTHR43424 (PANTHER); cd13128 (CDD)	C:GO:0016020	C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00335||hypothetical	sulfotransferase domain-containing protein	990	20	0.0	54.61	1	F:GO:0008146	F:sulfotransferase activity			IPR000863 (PFAM); IPR027417 (SUPERFAMILY)	F:GO:0008146	F:sulfotransferase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00340||hypothetical	sulfotransferase domain-containing protein	804	20	0.0	65.55	1	F:GO:0008146	F:sulfotransferase activity			IPR000863 (PFAM); G3DSA:3.40.50.300 (GENE3D); PTHR11783 (PANTHER); IPR027417 (SUPERFAMILY)	F:GO:0008146	F:sulfotransferase activity
true	[INTERPRO, NO-BLAST, ANNOTATED]	EQU24_RS00345||hypothetical	---NA---	903				1	F:GO:0008146	F:sulfotransferase activity			PF13469 (PFAM); IPR037359 (PANTHER); IPR027417 (SUPERFAMILY)	F:GO:0008146	F:sulfotransferase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00350||methyltransferase	methyltransferase domain-containing protein	834	20	0.0	68.93	2	F:GO:0008168; P:GO:0032259	F:methyltransferase activity; P:methylation			IPR013216 (PFAM); cd02440 (CDD); IPR029063 (SUPERFAMILY)	F:GO:0008168	F:methyltransferase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00355||glycosyltransferase	glycosyltransferase	1239	20	0.0	77.88	1	F:GO:0016740	F:transferase activity			IPR001296 (PFAM); G3DSA:3.40.50.2000 (GENE3D); G3DSA:3.40.50.2000 (GENE3D); IPR028098 (PFAM); PTHR12526 (PANTHER); PTHR12526:SF583 (PANTHER); cd03825 (CDD); SSF53756 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00360||glycosyltransferase	glycosyltransferase	747	20	1.66959E-180	77.45	1	F:GO:0016740	F:transferase activity			IPR029044 (G3DSA:3.90.550.GENE3D); IPR001173 (PFAM); PTHR22916 (PANTHER); PTHR22916:SF4 (PANTHER); IPR029044 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00365||glycosyltransferase	glycosyltransferase family 2 protein	945	20	0.0	67.13	2	C:GO:0016021; F:GO:0016740	C:integral component of membrane; F:transferase activity			IPR001173 (PFAM); IPR029044 (G3DSA:3.90.550.GENE3D); PTHR22916 (PANTHER); cd00761 (CDD); IPR029044 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00370||hypothetical	NUDIX domain-containing protein	192	20	1.36035E-38	91.11	3	P:GO:0009399; C:GO:0016021; F:GO:0016787	P:nitrogen fixation; C:integral component of membrane; F:hydrolase activity			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00375||glycosyltransferase	glycosyltransferase family 1 protein	1074	20	0.0	77.27	1	F:GO:0016757	F:transferase activity, transferring glycosyl groups			IPR001296 (PFAM); G3DSA:3.40.50.2000 (GENE3D); G3DSA:3.40.50.2000 (GENE3D); IPR028098 (PFAM); PTHR12526 (PANTHER); PTHR12526:SF554 (PANTHER); cd03808 (CDD); SSF53756 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00380||SDR	SDR family oxidoreductase	945	20	0.0	75.89	2	F:GO:0003978; F:GO:0050662	F:UDP-glucose 4-epimerase activity; F:coenzyme binding	EC:5.1.3.2	UDP-glucose 4-epimerase	IPR001509 (PFAM); G3DSA:3.40.50.720 (GENE3D); PTHR43349:SF13 (PANTHER); PTHR43349 (PANTHER); cd05232 (CDD); IPR036291 (SUPERFAMILY)	F:GO:0003824; F:GO:0050662	F:catalytic activity; F:coenzyme binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00385||hypothetical	alpha/beta fold hydrolase	207	20	1.78505E-43	88.73	1	C:GO:0016021	C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00390||glycosyltransferase	glycosyltransferase family 4 protein	1023	20	0.0	72.34	2	F:GO:0008963; C:GO:0016021	F:phospho-N-acetylmuramoyl-pentapeptide-transferase activity; C:integral component of membrane	EC:2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase	IPR000715 (PFAM); IPR000715 (PANTHER); PTHR22926:SF3 (PANTHER); cd06854 (CDD)	F:GO:0008963; C:GO:0016021	F:phospho-N-acetylmuramoyl-pentapeptide-transferase activity; C:integral component of membrane
true	[INTERPRO, BLASTED]	EQU24_RS00395||ATP-binding	ATP-binding protein	1557	20	0.0	84.05						IPR018631 (PFAM); IPR012547 (PFAM); G3DSA:3.40.50.300 (GENE3D); PTHR34825 (PANTHER); IPR027417 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00400||polysaccharide	polysaccharide biosynthesis protein	1998	20	0.0	86.85	1	C:GO:0016021	C:integral component of membrane			G3DSA:3.40.50.720 (GENE3D); IPR003869 (PFAM); G3DSA:3.40.50.720 (GENE3D); PTHR43318 (PANTHER); PTHR43318:SF1 (PANTHER); IPR003869 (CDD); IPR036291 (SUPERFAMILY); IPR029063 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00405||LysR	LysR family transcriptional regulator	906	20	0.0	89.46	3	F:GO:0003677; F:GO:0003700; P:GO:0006355	F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated			G3DSA:3.40.190.290 (GENE3D); IPR005119 (PFAM); IPR000847 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); PTHR30537:SF51 (PANTHER); PTHR30537 (PANTHER); IPR000847 (PROSITE_PROFILES); cd08422 (CDD); IPR036390 (SUPERFAMILY); SSF53850 (SUPERFAMILY)	F:GO:0003700; P:GO:0006355	F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00410||methyltransferase	methyltransferase domain-containing protein	678	20	1.6473E-133	78.63	2	F:GO:0008168; P:GO:0032259	F:methyltransferase activity; P:methylation			IPR041698 (PFAM); G3DSA:3.40.50.150 (GENE3D); cd02440 (CDD); IPR029063 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00415||rhodanese-like	rhodanese-like domain-containing protein	393	20	2.49252E-84	86.79	1	F:GO:0016740	F:transferase activity			IPR001763 (SMART); IPR001763 (PFAM); IPR036873 (G3DSA:3.40.250.GENE3D); PTHR44086:SF10 (PANTHER); PTHR44086 (PANTHER); IPR001763 (PROSITE_PROFILES); cd01522 (CDD); IPR036873 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00420|typA|translational	translational GTPase TypA	1821	20	0.0	96.02	2	F:GO:0003924; F:GO:0005525	F:GTPase activity; F:GTP binding	EC:3.6.1.15	Nucleoside-triphosphate phosphatase	IPR000795 (PRINTS); IPR005225 (TIGRFAM); IPR000640 (PFAM); IPR004161 (PFAM); IPR006298 (TIGRFAM); G3DSA:3.30.70.870 (GENE3D); G3DSA:3.40.50.300 (GENE3D); G3DSA:2.40.30.10 (GENE3D); IPR042116 (G3DSA:2.40.50.GENE3D); IPR000795 (PFAM); G3DSA:3.30.70.240 (GENE3D); IPR006298 (PTHR42908:PANTHER); PTHR42908 (PANTHER); IPR000795 (PROSITE_PROFILES); IPR035651 (CDD); cd16263 (CDD); cd03691 (CDD); cd01891 (CDD); IPR009000 (SUPERFAMILY); IPR027417 (SUPERFAMILY); IPR035647 (SUPERFAMILY); IPR035647 (SUPERFAMILY)	F:GO:0003924; F:GO:0005525	F:GTPase activity; F:GTP binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00425|hisB|imidazoleglycerol-phosphate	imidazoleglycerol-phosphate dehydratase HisB	594	20	9.1979E-141	93.88	3	P:GO:0000105; F:GO:0004424; C:GO:0005737	P:histidine biosynthetic process; F:imidazoleglycerol-phosphate dehydratase activity; C:cytoplasm	EC:4.2.1.19	Imidazoleglycerol-phosphate dehydratase	IPR000807 (PFAM); IPR038494 (G3DSA:3.30.230.GENE3D); IPR038494 (G3DSA:3.30.230.GENE3D); IPR000807 (PANTHER); IPR000807 (HAMAP); IPR000807 (CDD); IPR020568 (SUPERFAMILY); IPR020568 (SUPERFAMILY)	P:GO:0000105; F:GO:0004424	P:histidine biosynthetic process; F:imidazoleglycerol-phosphate dehydratase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00430|hisH|imidazole	imidazole glycerol phosphate synthase subunit HisH	651	20	1.63962E-161	86.17	6	P:GO:0000105; F:GO:0000107; F:GO:0004359; C:GO:0005737; P:GO:0006541; F:GO:0016829	P:histidine biosynthetic process; F:imidazoleglycerol-phosphate synthase activity; F:glutaminase activity; C:cytoplasm; P:glutamine metabolic process; F:lyase activity	EC:3.5.1.2	Glutaminase	IPR010139 (PIRSF); IPR017926 (PFAM); IPR029062 (G3DSA:3.40.50.GENE3D); IPR010139 (TIGRFAM); IPR010139 (PANTHER); IPR017926 (PROSITE_PROFILES); IPR010139 (HAMAP); IPR010139 (CDD); IPR029062 (SUPERFAMILY)	P:GO:0000105; F:GO:0016763	P:histidine biosynthetic process; F:transferase activity, transferring pentosyl groups
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00435|hisA|1-(5-phosphoribosyl)-5-[(5-	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	738	20	6.70766E-173	96.0	3	P:GO:0000105; F:GO:0003949; C:GO:0005737	P:histidine biosynthetic process; F:1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity; C:cytoplasm	EC:5.3.1.16	1-(5-phosphoribosyl)-5-	IPR006062 (PFAM); IPR013785 (G3DSA:3.20.20.GENE3D); IPR006063 (TIGRFAM); PTHR43090 (PANTHER); IPR023016 (HAMAP); IPR023016 (CDD); IPR011060 (SUPERFAMILY)	P:GO:0000105; F:GO:0003824; F:GO:0003949	P:histidine biosynthetic process; F:catalytic activity; F:1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00440|hisF|imidazole	imidazole glycerol phosphate synthase subunit HisF	777	20	0.0	96.72	5	P:GO:0000105; F:GO:0000107; C:GO:0005737; F:GO:0016829; F:GO:0016853	P:histidine biosynthetic process; F:imidazoleglycerol-phosphate synthase activity; C:cytoplasm; F:lyase activity; F:isomerase activity			IPR004651 (TIGRFAM); IPR013785 (G3DSA:3.20.20.GENE3D); IPR006062 (PFAM); PTHR21235 (PANTHER); PTHR21235:SF2 (PANTHER); IPR004651 (HAMAP); IPR004651 (CDD); IPR011060 (SUPERFAMILY)	P:GO:0000105; F:GO:0000107; F:GO:0003824	P:histidine biosynthetic process; F:imidazoleglycerol-phosphate synthase activity; F:catalytic activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00445|hisI|phosphoribosyl-AMP	phosphoribosyl-AMP cyclohydrolase	390	20	4.43705E-91	93.83	5	P:GO:0000105; F:GO:0000287; F:GO:0004635; C:GO:0005737; F:GO:0008270	P:histidine biosynthetic process; F:magnesium ion binding; F:phosphoribosyl-AMP cyclohydrolase activity; C:cytoplasm; F:zinc ion binding	EC:3.5.4.19	Phosphoribosyl-AMP cyclohydrolase	IPR002496 (PFAM); IPR038019 (G3DSA:3.10.20.GENE3D); PTHR42945 (PANTHER); PTHR42945:SF1 (PANTHER); PD002610 (PRODOM); IPR026660 (HAMAP); IPR038019 (SUPERFAMILY)	P:GO:0000105; F:GO:0004635	P:histidine biosynthetic process; F:phosphoribosyl-AMP cyclohydrolase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00450||phosphoribosyl-ATP	phosphoribosyl-ATP diphosphatase	318	20	8.39423E-70	94.52	4	P:GO:0000105; F:GO:0004636; F:GO:0005524; C:GO:0005737	P:histidine biosynthetic process; F:phosphoribosyl-ATP diphosphatase activity; F:ATP binding; C:cytoplasm	EC:3.6.1.31	Phosphoribosyl-ATP diphosphatase	G3DSA:1.10.287.1080 (GENE3D); IPR021130 (PFAM); IPR008179 (TIGRFAM); PTHR42945 (PANTHER); PTHR42945:SF1 (PANTHER); IPR008179 (HAMAP); IPR008179 (CDD); SSF101386 (SUPERFAMILY)	P:GO:0000105; F:GO:0004636	P:histidine biosynthetic process; F:phosphoribosyl-ATP diphosphatase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00455|tatA|twin-arginine	twin-arginine translocase TatA/TatE family subunit	213	20	2.92246E-31	91.65	4	C:GO:0005887; F:GO:0008320; C:GO:0033281; P:GO:0043953	C:integral component of plasma membrane; F:protein transmembrane transporter activity; C:TAT protein transport complex; P:protein transport by the Tat complex			IPR003369 (PFAM); IPR006312 (TIGRFAM); mobidb-lite (MOBIDB_LITE); PTHR42982 (PANTHER); IPR006312 (HAMAP)	P:GO:0015031; C:GO:0016021; P:GO:0043953	P:protein transport; C:integral component of membrane; P:protein transport by the Tat complex
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00460|tatB|twin-arginine	twin-arginine translocase subunit TatB	306	20	3.39382E-53	87.69	4	C:GO:0005887; F:GO:0008320; C:GO:0033281; P:GO:0043953	C:integral component of plasma membrane; F:protein transmembrane transporter activity; C:TAT protein transport complex; P:protein transport by the Tat complex			PR01506 (PRINTS); IPR018448 (TIGRFAM); IPR003369 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR33162:SF1 (PANTHER); PTHR33162 (PANTHER); IPR018448 (HAMAP)	P:GO:0015031; C:GO:0016020; P:GO:0043953	P:protein transport; C:membrane; P:protein transport by the Tat complex
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00465|tatC|twin-arginine	twin-arginine translocase subunit TatC	789	20	1.36202E-159	93.11	4	C:GO:0005887; F:GO:0008320; C:GO:0033281; P:GO:0043953	C:integral component of plasma membrane; F:protein transmembrane transporter activity; C:TAT protein transport complex; P:protein transport by the Tat complex			IPR002033 (PRINTS); IPR002033 (PFAM); IPR002033 (TIGRFAM); PTHR30371:SF0 (PANTHER); IPR002033 (PANTHER); IPR002033 (HAMAP)	C:GO:0016021	C:integral component of membrane
true	[INTERPRO, BLASTED]	EQU24_RS00470||GDSL	arylesterase	618	20	9.73143E-146	79.5						IPR013830 (PFAM); IPR036514 (G3DSA:3.40.50.GENE3D); PTHR30383 (PANTHER); PTHR30383:SF5 (PANTHER); SSF52266 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	EQU24_RS00475||pteridine	---NA---	732									IPR002347 (PRINTS); IPR002347 (PRINTS); PF13561 (PFAM); G3DSA:3.40.50.720 (GENE3D); PTHR43639:SF1 (PANTHER); PTHR43639 (PANTHER); IPR036291 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	EQU24_RS00480||hypothetical	30S ribosomal protein S15	834	20	0.0	68.44	6	F:GO:0004674; C:GO:0005840; P:GO:0006468; F:GO:0016301; P:GO:0016310; F:GO:0016740	F:protein serine/threonine kinase activity; C:ribosome; P:protein phosphorylation; F:kinase activity; P:phosphorylation; F:transferase activity			IPR011009 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00485|folK|2-amino-4-hydroxy-6-	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	516	20	2.23581E-111	87.65	4	F:GO:0003848; P:GO:0009396; F:GO:0016301; P:GO:0016310	F:2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity; P:folic acid-containing compound biosynthetic process; F:kinase activity; P:phosphorylation	EC:2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	IPR000550 (TIGRFAM); IPR000550 (PFAM); IPR035907 (G3DSA:3.30.70.GENE3D); PTHR43071 (PANTHER); PTHR43071:SF2 (PANTHER); IPR000550 (CDD); IPR035907 (SUPERFAMILY)	F:GO:0003848; P:GO:0009396	F:2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity; P:folic acid-containing compound biosynthetic process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00490|folB|dihydroneopterin	dihydroneopterin aldolase	354	20	5.3222E-64	92.54	3	F:GO:0004150; P:GO:0046654; P:GO:0046656	F:dihydroneopterin aldolase activity; P:tetrahydrofolate biosynthetic process; P:folic acid biosynthetic process	EC:4.1.2.25	Dihydroneopterin aldolase	IPR006157 (SMART); IPR006157 (PFAM); IPR006157 (TIGRFAM); IPR006156 (TIGRFAM); IPR043133 (G3DSA:3.30.1130.GENE3D); PTHR42844 (PANTHER); PTHR42844:SF1 (PANTHER); IPR006157 (CDD); SSF55620 (SUPERFAMILY)	F:GO:0004150; P:GO:0006760	F:dihydroneopterin aldolase activity; P:folic acid-containing compound metabolic process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00495|plsY|glycerol-3-phosphate	glycerol-3-phosphate 1-O-acyltransferase PlsY	573	20	3.67465E-87	88.78	4	C:GO:0005886; P:GO:0008654; C:GO:0016021; F:GO:0043772	C:plasma membrane; P:phospholipid biosynthetic process; C:integral component of membrane; F:acyl-phosphate glycerol-3-phosphate acyltransferase activity			IPR003811 (SMART); IPR003811 (PFAM); IPR003811 (TIGRFAM); PTHR30309:SF0 (PANTHER); IPR003811 (PANTHER); IPR003811 (HAMAP)	C:GO:0005886; P:GO:0008654; F:GO:0043772	C:plasma membrane; P:phospholipid biosynthetic process; F:acyl-phosphate glycerol-3-phosphate acyltransferase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00500|tsaD|tRNA	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	1011	20	0.0	91.78	6	P:GO:0002949; F:GO:0004222; F:GO:0005506; C:GO:0005737; P:GO:0006508; F:GO:0061711	P:tRNA threonylcarbamoyladenosine modification; F:metalloendopeptidase activity; F:iron ion binding; C:cytoplasm; P:proteolysis; F:N(6)-L-threonylcarbamoyladenine synthase activity	EC:3.4.24; EC:2.3.1.234	Acting on peptide bonds (peptidases); N(6)-L-threonylcarbamoyladenine synthase	IPR017861 (PRINTS); IPR000905 (PFAM); G3DSA:3.30.420.40 (GENE3D); IPR017861 (TIGRFAM); G3DSA:3.30.420.40 (GENE3D); IPR022450 (TIGRFAM); IPR000905 (PANTHER); IPR022450 (PTHR11735:PANTHER); IPR022450 (HAMAP); IPR043129 (SUPERFAMILY); IPR043129 (SUPERFAMILY)	P:GO:0002949; F:GO:0004222	P:tRNA threonylcarbamoyladenosine modification; F:metalloendopeptidase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS00505|rpsU|30S	30S ribosomal protein S21	234	20	5.16371E-46	99.03	3	F:GO:0003735; C:GO:0005840; P:GO:0006412	F:structural constituent of ribosome; C:ribosome; P:translation			IPR001911 (PRINTS); IPR038380 (G3DSA:1.20.5.GENE3D); IPR001911 (TIGRFAM); IPR001911 (PFAM); IPR001911 (PANTHER); PTHR21109:SF0 (PANTHER); PD005521 (PRODOM); IPR001911 (HAMAP)	F:GO:0003735; C:GO:0005840; P:GO:0006412	F:structural constituent of ribosome; C:ribosome; P:translation
